sku,Qty,Product,Name
B823,2,PPBTTBRZ,POMPOM BUTTON BRONZE
B823,2,PPDAYBRZ,POMPOM DAISY BRONZE
B823,2,SPROSORG,SPRAY ROSE ORANGE
B823,2,SOLID,SOLIDAGO
B823,3,RUSCUS,RUSCUS
FK453,3,ROS45YW,ROSE 45CM YELLOW
FK453,3,CARNBURG,CARNATION BURGUNDY
FK453,2,PPBTTYLW,POMPOM BUTTON YELLOW
FK453,3,MINISUNFL,MINI SUNFLOWER
FK453,2,HYPERRD,HYPERICUM RED
FK453,5,RUSCUS,RUSCUS
B824,1,ASIATLILYYW,ASIATIC LILY YELLOW
B824,5,CARNRD,CARNATION RED
B824,2,PPBTTBRZ,POMPOM BUTTON BRONZE
B824,2,PPDAYBRZ,POMPOM DAISY BRONZE
B824,2,SPROSORG,SPRAY ROSE ORANGE
B824,2,SOLID,SOLIDAGO
B824,3,RUSCUS,RUSCUS
B825,2,ASIATLILYYW,ASIATIC LILY YELLOW
B825,7,CARNRD,CARNATION RED
B825,4,PPBTTBRZ,POMPOM BUTTON BRONZE
B825,3,PPDAYBRZ,POMPOM DAISY BRONZE
B825,3,SPROSORG,SPRAY ROSE ORANGE
B825,3,SOLID,SOLIDAGO
B825,3,RUSCUS,RUSCUS
B804,1,ROS40HTPK,ROSE 40CM HOT PINK
B804,1,ROS40YW,ROSE 40CM YELLOW
B804,2,ROS40ORG,ROSE 40CM ORANGE
B804,2,ROS40RD,ROSE 40CM RED
B804,2,ALSTRSSORG,ALTROEMERIA SUPER SELECT ORANGE
B804,3,ALSTRSSRD,ALSTROEMERIA SUPER SELECT RED
B804,3,ALSTRSSYW,ALSTROEMERIA SUPER SELECT YELLOW
B804,6,RUSCUS,RUSCUS
B806,1,ROS50HTPK,ROSE 50CM HOT PINK
B806,1,ROS50YW,ROSE 50CM YELLOW
B806,2,ROS50ORG,ROSE 50CM ORANGE
B806,2,ROS50RD,ROSE 50CM RED
B806,2,ALSTRSSORG,ALTROEMERIA SUPER SELECT ORANGE
B806,3,ALSTRSSRD,ALSTROEMERIA SUPER SELECT RED
B806,3,ALSTRSSYW,ALSTROEMERIA SUPER SELECT YELLOW
B806,6,RUSCUS,RUSCUS
B807,3,ROS50HTPK,ROSE 50CM HOT PINK
B807,3,ROS50YW,ROSE 50CM YELLOW
B807,3,ROS50ORG,ROSE 50CM ORANGE
B807,3,ROS50RD,ROSE 50CM RED
B807,4,ALSTRSSORG,ALTROEMERIA SUPER SELECT ORANGE
B807,5,ALSTRSSRD,ALSTROEMERIA SUPER SELECT RED
B807,5,ALSTRSSYW,ALSTROEMERIA SUPER SELECT YELLOW
B807,6,RUSCUS,RUSCUS
B851,7,ROS50RD,ROSE 50CM RED
B851,4,CARNRD,CARNATION RED
B851,5,PPBTTGRN,POMPOM BUTTON GREEN
B851,2,MINCARNRD,MINI CARNS RED
B851,4,DIAGRBALL,DIANTHUS GREEN BALL
B851,2,STATWH,STATICE WHITE
B851,2,QUEENANN,QUEEN ANN'S LACE
B851,3,PINETIPS,PINE TIPS
B106,4,ALSTYW,ALSTROEMERIA YELLOW
B106,5,SOLID,SOLIDAGO
B106,4,RUSCUS,RUSCUS
B106,8,ROS40ORG,ROSE 40CM ORANGE
B107,5,ALSTYW,ALSTROEMERIA YELLOW
B107,7,SOLID,SOLIDAGO
B107,4,RUSCUS,RUSCUS
B107,12,ROS40ORG,ROSE 40CM ORANGE
B542,7,ROS40LAV,ROSE 40CM LAVENDER
B542,6,LEUCADEPP,LEUCADENDRON PURPLE
B542,3,ALSTRPP,ALTROEMERIA PURPLE
B542,3,ASTMATSPP,ASTER MATSUMOTO PURPLE
B570,24,ROS50RD,ROSE 50CM RED
B570,5,ALSTRWT,ALSTROEMERIA WHITE
B570,5,EUCALYPBB,EUCALYPTUS BABY BLUE
B570,5,RUSCUS,RUSCUS
B571,6,ROS40PK,ROSE 40CM PINK
B571,4,CREMUMWHT,CREMOM MUM WHITE
B571,5,MINCARPK,MINI CARNS PINK
B571,9,RUSCUS,RUSCUS
B572,6,ROS40RD,ROSE 40CM RED
B572,6,LEUSASUN,LEUCADENDRON SAFARY SUNSET
B572,6,CARNBURG,CARNATION BURGUNDY
B572,4,RUSCUS,RUSCUS
